run,suite,variant,cfg_model,cfg_n_factors,cfg_lookback,cfg_objective,cfg_gamma,cfg_turnover_bps,cfg_short_bps,cfg_protocol,cfg_train_window,cfg_test_start,cfg_retrain_every,cfg_epochs,cfg_batch_dates,cfg_learning_rate,cfg_dropout,cfg_features,cfg_attention_heads,cfg_transformer_ff,cfg_seed,cfg_device,cfg_neutralize,cfg_cost_weight,observations,start_date,end_date,sharpe,mean_return,volatility,sortino,calmar,cagr,total_return,max_drawdown,max_drawdown_duration_days,hit_rate,positive_month_fraction,skewness,excess_kurtosis,var_95,cvar_95,hac_t_stat,hac_p_value,turnover,short_fraction,net_exposure,effective_positions,active_days_fraction,break_even_cost_bps,net_sharpe,net_mean_return,net_volatility,runtime_seconds,cfg_kind,cfg_members,cfg_smoothing_days,cfg_dataset,cfg_factor_model,cfg_max_blocks
ensemble__full_recipe-pca8_cw0.5_b5__ens,ensemble,full_recipe-pca8_cw0.5_b5,cnn_transformer,8,30,sharpe_costs,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cuda,True,0.5,3499,2003-02-10,2016-12-30,1.6031820495089317,0.03684352049322451,0.0229814951486701,2.522820478382393,0.956852768424653,0.03725407347445486,0.6617436729278896,-0.038933966336105574,306,0.5387253501000285,0.6826347305389222,0.30997744186446924,2.722931871861122,0.0021074240900247126,0.0029668135513289456,5.251732488966597,1.5067519090584694e-07,0.33422936884061183,0.5,1.3712880006672192e-18,318.3113300898502,1.0,4.374374607140132,-0.7796215401487184,-0.017893354573297916,0.02295133427160649,0.0,ensemble,"['full_recipe__pca8_cw0.5__s0', 'full_recipe__pca8_cw0.5__s1', 'full_recipe__pca8_cw0.5__s2']",5.0,full,pca,0.0
ensemble__models-cnn_transformer_b10__ens,ensemble,models-cnn_transformer_b10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,False,1.0,1483,2020-02-07,2025-12-31,0.30832141864398627,0.006526652701562481,0.021168340267332192,0.43777961341695115,0.11838496841105445,0.006322401256310783,0.037786111034044945,-0.05340543939969,346,0.5111260957518543,0.5352112676056338,-0.15362350245132156,2.977347170333559,0.002018234169078814,0.0031316157843950124,0.7614001654485208,0.44641808866393407,0.10193270301339924,0.00817431771216026,0.9836513645756795,41.084575910737684,1.0,2.540834758299922,-0.3115226799737426,-0.0065991630981069955,0.02118357192697245,0.0,ensemble,"['models__cnn_transformer__s0', 'models__cnn_transformer__s1', 'models__cnn_transformer__s2']",10.0,,,
ensemble__models-cnn_transformer_b1__ens,ensemble,models-cnn_transformer_b1,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,False,1.0,1483,2020-02-07,2025-12-31,0.5156382488752123,0.015415178209590968,0.029895335040053515,0.7445771526956749,0.24284918245884163,0.01508043245516677,0.09208053857463927,-0.06209793379774964,819,0.5097774780849629,0.6056338028169014,-0.06620950377309764,4.11604277125056,0.0028544405555183784,0.0041827692206177075,1.36381451118519,0.17262595199627262,0.6649653261516627,0.07079265764000636,0.8584146847199873,35.67393308472065,1.0,0.9199177715861795,-2.3399067373622056,-0.0701828933798976,0.02999388490971025,0.0,ensemble,"['models__cnn_transformer__s0', 'models__cnn_transformer__s1', 'models__cnn_transformer__s2']",1.0,,,
ensemble__models-cnn_transformer_b3__ens,ensemble,models-cnn_transformer_b3,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,False,1.0,1483,2020-02-07,2025-12-31,0.7188717751739881,0.018506216599145312,0.02574341800339325,1.050205685569979,0.3073947958387226,0.018340346505418603,0.1128826942304133,-0.05966381589309999,273,0.5232636547538773,0.5774647887323944,-0.08371040647110314,4.335965290989471,0.0023814146439943623,0.003651086457192958,1.65548079933481,0.09782700805741124,0.2861360058404036,0.0335022230817039,0.9329955538365922,38.15704012424692,1.0,2.5665196255617886,-0.7168685180332508,-0.018451828122844197,0.025739487309984422,0.0,ensemble,"['models__cnn_transformer__s0', 'models__cnn_transformer__s1', 'models__cnn_transformer__s2']",3.0,,,
ensemble__models-cnn_transformer_b5__ens,ensemble,models-cnn_transformer_b5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,False,1.0,1483,2020-02-07,2025-12-31,0.4213104952690579,0.010090570819936542,0.023950437820193602,0.5997211530199837,0.1805581439201744,0.009851736896854923,0.05938967726107558,-0.054562683703762604,343,0.5178691840863116,0.4788732394366197,-0.18256901091541797,4.670197185454166,0.0021694514934875587,0.0035297145727975275,1.0274725298976386,0.3041980140512289,0.1881395090164384,0.02043077762105363,0.9591384447578927,39.19587636531207,1.0,2.1283114805334313,-0.5927521556886899,-0.014198840944460323,0.023954094149119344,0.0,ensemble,"['models__cnn_transformer__s0', 'models__cnn_transformer__s1', 'models__cnn_transformer__s2']",5.0,,,
ensemble__neutral-cnn_transformer_neutral_b10__ens,ensemble,neutral-cnn_transformer_neutral_b10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.24718964037668315,0.01140434891965856,0.04613603103382445,0.35242677472921274,0.1470977042786297,0.010393477667500317,0.06273855519475235,-0.07065696720740922,691,0.4996628455832771,0.5915492957746479,-0.027952098735774526,2.8286224231336705,0.004485868949700766,0.0065976809360510065,0.6244625505929092,0.5323238571666972,0.28787716448748984,0.5,1.0829730322950181e-18,30.897777446074308,1.0,1.5720369115194124,-0.8129674470858854,-0.037528677836294204,0.04616258371822546,0.0,ensemble,"['neutral__cnn_transformer_neutral__s0', 'neutral__cnn_transformer_neutral__s1', 'neutral__cnn_transformer_neutral__s2']",10.0,,,
ensemble__neutral-cnn_transformer_neutral_b1__ens,ensemble,neutral-cnn_transformer_neutral_b1,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.5420609282280775,0.024769782240581482,0.045695568432778375,0.7714229082789992,0.26583039443393736,0.024007965088796324,0.14983177838368422,-0.09031309282717348,1114,0.5252865812542145,0.5492957746478874,-0.19829015491595411,3.0027328010287793,0.004359233819619487,0.006567122598514247,1.4296306380864983,0.15282305730340523,1.074409373981807,0.5,-6.969727502440321e-19,30.35025156118654,1.0,0.914854142650458,-2.6966507396366013,-0.12319947684395718,0.04568610796834575,0.0,ensemble,"['neutral__cnn_transformer_neutral__s0', 'neutral__cnn_transformer_neutral__s1', 'neutral__cnn_transformer_neutral__s2']",1.0,,,
ensemble__neutral-cnn_transformer_neutral_b3__ens,ensemble,neutral-cnn_transformer_neutral_b3,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.73086395191706,0.03319891701143993,0.04542420914912959,1.0678394309258141,0.43554577400732514,0.032688124710722466,0.2083911414282229,-0.07505095138444096,663,0.5151719487525287,0.5211267605633803,-0.033803726401031624,2.6855397050345493,0.004368498840847531,0.006384676775077357,1.732997156092095,0.08309617426916016,0.5818191239599435,0.5,2.692422448671569e-19,30.899728377086483,1.0,2.264307389480905,-1.1616597956296204,-0.052745822472908134,0.0454055676811298,0.0,ensemble,"['neutral__cnn_transformer_neutral__s0', 'neutral__cnn_transformer_neutral__s1', 'neutral__cnn_transformer_neutral__s2']",3.0,,,
ensemble__neutral-cnn_transformer_neutral_b5__ens,ensemble,neutral-cnn_transformer_neutral_b5,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,mps,True,1.0,1483,2020-02-07,2025-12-31,0.5823387899674494,0.026770448114675608,0.04597057344603814,0.8343732916070774,0.46537074485223995,0.026045586274624055,0.16336203595944632,-0.055967390650853654,428,0.5212407282535402,0.5211267605633803,-0.19642351434577707,3.0830717093890874,0.004297026227531364,0.00652511214615333,1.4480992808635107,0.14758928666455706,0.4327119797588435,0.5,-7.598622335591207e-19,30.87467669590716,1.0,2.4550264825624426,-0.8789149638136,-0.04039945977765641,0.04596515185310272,0.0,ensemble,"['neutral__cnn_transformer_neutral__s0', 'neutral__cnn_transformer_neutral__s1', 'neutral__cnn_transformer_neutral__s2']",5.0,,,
ensemble__neutral-ou_ffn_neutral_b10__ens,ensemble,neutral-ou_ffn_neutral_b10,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cpu,True,1.0,1483,2020-02-07,2025-12-31,0.17915687127205712,0.008596591225335067,0.04798359763874637,0.261995681399762,0.07847382239491335,0.0074739012689999385,0.04479403125818093,-0.0952406935320178,730,0.5037086985839514,0.5492957746478874,0.3631562856277688,5.010313784755841,0.004707659405347679,0.006475320678153358,0.43531373024164527,0.6633347200522508,0.14112511594188434,0.5,3.4852749877151185e-19,29.720120259679426,1.0,2.4172491916634544,-0.45550057223950247,-0.021858145895406626,0.04798708767354436,0.0,ensemble,"['neutral__ou_ffn_neutral__s0', 'neutral__ou_ffn_neutral__s1', 'neutral__ou_ffn_neutral__s2']",10.0,,,
ensemble__neutral-ou_ffn_neutral_b1__ens,ensemble,neutral-ou_ffn_neutral_b1,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cpu,True,1.0,1483,2020-02-07,2025-12-31,0.006030614071266887,0.0003079173236753629,0.05105903313270333,0.008603557431727096,-0.00915955329278757,-0.0009944882379463449,-0.00583828697388189,-0.10857387976872479,1385,0.5037086985839514,0.5492957746478874,0.23872778106843456,5.61102613122889,0.004948669393827384,0.007386078025205487,0.014348712185372852,0.9885517769185028,0.4773445939625393,0.5,4.513960233381258e-19,27.538344902572376,1.0,0.025597737086026185,-1.4181728019746465,-0.07248190784140413,0.0511093625124394,0.0,ensemble,"['neutral__ou_ffn_neutral__s0', 'neutral__ou_ffn_neutral__s1', 'neutral__ou_ffn_neutral__s2']",1.0,,,
ensemble__neutral-ou_ffn_neutral_b3__ens,ensemble,neutral-ou_ffn_neutral_b3,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cpu,True,1.0,1483,2020-02-07,2025-12-31,0.1911941642502846,0.009754665181682167,0.05101968054272162,0.2756005592827786,0.08925181967646849,0.008489511586224907,0.051007498107802585,-0.09511863866752279,764,0.49561699258260283,0.5774647887323944,0.23624606598405318,4.943993924845636,0.004851969963701538,0.0072073076281467625,0.46265085024049424,0.6436146535123971,0.27555591213513214,0.5,6.282254315229825e-19,28.488312901684385,1.0,1.4047598730966895,-0.7374457046104884,-0.03762693062736537,0.05102332333366773,0.0,ensemble,"['neutral__ou_ffn_neutral__s0', 'neutral__ou_ffn_neutral__s1', 'neutral__ou_ffn_neutral__s2']",3.0,,,
ensemble__neutral-ou_ffn_neutral_b5__ens,ensemble,neutral-ou_ffn_neutral_b5,ou_ffn,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,-1,cpu,True,1.0,1483,2020-02-07,2025-12-31,0.1987736013715774,0.009985488341991585,0.050235485361686504,0.2872892056955801,0.09305258149468139,0.008762571364408611,0.05268328962108204,-0.09416795561882885,763,0.5138233310856373,0.5352112676056338,0.32761771061912676,6.085994164370026,0.004763798298575988,0.006957020937663546,0.4897379622898901,0.6243193351040192,0.20909481561711032,0.5,-3.183724404551005e-19,28.944242831143953,1.0,1.8950710767799313,-0.577906671122513,-0.029027656034147482,0.05022896859412405,0.0,ensemble,"['neutral__ou_ffn_neutral__s0', 'neutral__ou_ffn_neutral__s1', 'neutral__ou_ffn_neutral__s2']",5.0,,,
epochs__e100__s0,epochs,e100,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,100,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.6378213335803641,0.022787088098759765,0.0357264439099992,0.9215010053281388,0.4700314081629458,0.02239489775384329,0.13921351890388012,-0.04764553467048238,304,0.5111260957518543,0.5915492957746479,-0.16875436037539263,2.17340298471974,0.0035883821379658165,0.005015331879850919,1.6103293750070062,0.10732596965617844,0.9340813153813553,0.1572356141063986,0.6855287727128823,30.914107438931612,1.0,0.9680629650100496,-2.766649181250634,-0.09887509575441045,0.03573821228382668,1311.043775334001,,,,,,
epochs__e100__s1,epochs,e100,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,100,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.16334328829367695,0.005859432264087726,0.03587188873994614,0.22940201238343563,0.06135772552325589,0.005229368951374491,0.031170160217631304,-0.08522755540200799,1148,0.5043830074173972,0.5070422535211268,-0.2517535824357577,3.5928218302930546,0.0033980971389466837,0.005197734063003501,0.40667564100476766,0.6842462335505453,0.8972199837305861,0.17077364300564732,0.6584527140689238,31.935223487633266,1.0,0.2591528917691092,-3.09736829074219,-0.11150251397795008,0.03599911392882243,1078.2419209169966,,,,,,
epochs__e100__s2,epochs,e100,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,100,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.30350887952160704,0.011059084020091503,0.03643743154244091,0.4287816260629532,0.1049134497831369,0.010448993163392428,0.06308223104733113,-0.09959631663043389,1059,0.50708024275118,0.5352112676056338,-0.2597502922419038,4.480700016615259,0.0034698264752181236,0.005264242417792581,0.8027329839226927,0.4221290841729777,0.9113723143289729,0.15539531811017138,0.6892093638323716,30.499584956589015,1.0,0.48152937452674416,-2.9433382143421705,-0.10769731966912474,0.03659019515471988,677.0432975410004,,,,,,
epochs__e10__s0,epochs,e10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,10,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,-0.2848727735305983,-0.009196360309774141,0.03228234202868235,-0.3888153692133722,-0.12454029772804688,-0.009670686597487266,-0.05558368229306143,-0.07765106374327702,1188,0.5091031692515172,0.49295774647887325,-0.14573484322265073,4.026795658334884,0.003433536888018877,0.004957487479381758,-0.6947317090827069,0.48722345237248244,0.5996685886615998,0.1522865683340142,0.6954268626219409,37.302839600056494,1.0,-0.6085610282540287,-2.7262092664216704,-0.08862623732451297,0.03250896342262117,64.34636220899847,,,,,,
epochs__e10__s1,epochs,e10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,10,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,-0.06942598814592973,-0.0024182872346177856,0.034832593661247926,-0.09927601288785155,-0.03828886991778763,-0.0030201870290701427,-0.017642962636760684,-0.07887898064254628,1114,0.5030343897505057,0.5492957746478874,0.24723250887113543,4.511590580070184,0.0034603480494903474,0.0050438578496448,-0.1806020724324389,0.8566799290681832,0.6737890416095905,0.2752395373379418,0.4495209262495651,35.972581567392325,1.0,-0.14242407226192785,-2.6899642709349014,-0.09427945865415642,0.03504859141545008,72.80308204200264,,,,,,
epochs__e10__s2,epochs,e10,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,10,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.22255521516960175,0.006890120113015225,0.030959149206027364,0.31902015638233505,0.1091324952501855,0.00643157806977479,0.038448871845027544,-0.05893366641191922,659,0.5104517869184086,0.5774647887323944,0.2870961237028334,10.983059471257373,0.002917412731633545,0.0044817444731492335,0.5482621995560634,0.5835118787452347,0.5696168363334074,0.1368649325743511,0.7262701368328237,35.88589510196672,1.0,0.48000242858368586,-2.1975984309440344,-0.0683671641709347,0.031109944022651055,72.61388174999593,,,,,,
epochs__e30__s0,epochs,e30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.6271750035771678,0.01720754936451231,0.02743659946006615,0.9072634748943079,0.3170085619194019,0.016973056807394693,0.10411806590568795,-0.053541319845203494,381,0.5313553607552259,0.6197183098591549,-0.005842016883006234,3.0012499715052545,0.002745657410513428,0.003917296603658884,1.5537467976680404,0.12024482551884959,0.6347984735502026,0.06308740688336947,0.8738251866547478,36.80483195073666,1.0,1.0756788003563438,-2.347429383481866,-0.0643978895419271,0.02743336604503425,201.14664624999568,,,,,,
epochs__e30__s1,epochs,e30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.3133756557807927,0.010427773780870474,0.03327563449333389,0.45788255495976576,0.14009394961646815,0.009923085975059198,0.05983023419631772,-0.07083165263186164,1148,0.5097774780849629,0.5915492957746479,0.27954285017107716,5.68549298253544,0.002992683435567417,0.004742436233381,0.8196252274811839,0.41242978758642723,0.7427481494146285,0.15027282924642515,0.6994543399479851,35.63198693867805,1.0,0.557120939562168,-2.5990725539961606,-0.08696722520831406,0.03346086859891582,261.07605187500303,,,,,,
epochs__e30__s2,epochs,e30,cnn_transformer,5,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.5192854273891212,0.01731059863060866,0.03333542155735701,0.7613335814142895,0.23734078235096087,0.016895659087079462,0.10362364808097313,-0.07118734049715691,1047,0.5016857720836143,0.5492957746478874,0.09048273925494145,5.609107119370012,0.003072356512037537,0.004553546471630953,1.3503861162193038,0.1768921619439564,0.7571433410757694,0.14726777610110298,0.7054644477477393,34.480865406276735,1.0,0.9072634992888386,-2.445329979739463,-0.08182124411067637,0.0334602056935457,221.033127374998,,,,,,
factors__cnn_transformer_k0__s0,factors,cnn_transformer_k0,cnn_transformer,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,0.8274935611652204,0.14306839966914572,0.1728936711817872,1.2865934048441003,0.7379499303787588,0.13678557719305373,1.1264926045595742,-0.1853588862361535,304,0.5448415374241402,0.5915492957746479,1.1524477038508496,18.936501305004004,0.014092801227242676,0.02379509986989366,2.5117604182854274,0.012013061429093518,0.8267037975134154,0.1766266166332376,0.6467467688285001,33.11629852973217,1.0,6.86741425921198,0.19906113049397858,0.03443800669636445,0.1730021657714145,382.4377267079981,,,,,,
factors__cnn_transformer_k0__s1,factors,cnn_transformer_k0,cnn_transformer,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.7502676425149745,0.12924988650383132,0.17227170569501354,1.1577038697880955,0.6543804064511525,0.12127200039906216,0.961305095628437,-0.185323397833298,357,0.519217801753203,0.5633802816901409,0.8485515953361591,20.605614730095745,0.013612769747386299,0.023827733594789915,2.143965516817363,0.03203564987407896,0.8518510441830203,0.19740998060911288,0.605180038974846,32.77249651943342,1.0,6.020963154504368,0.09814895370676832,0.016929336261851318,0.17248616131385083,421.76107066700206,,,,,,
factors__cnn_transformer_k0__s2,factors,cnn_transformer_k0,cnn_transformer,0,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,0.7631109197460485,0.12709382561650825,0.16654698855417127,1.1609068358646897,0.49250833757550433,0.11989500746944781,0.9471730850509605,-0.2434375183568689,223,0.5273095077545515,0.6338028169014085,0.5356524322477625,28.081575198103575,0.012492308723209162,0.022347258329854642,2.1137159721487007,0.034539533488587314,0.8436528070522646,0.2167198965594533,0.566560206201319,31.409598445771422,1.0,5.978058433841525,0.0919349913445389,0.01531894682504308,0.1666280335811774,407.99455858299916,,,,,,
factors__cnn_transformer_k10__s0,factors,cnn_transformer_k10,cnn_transformer,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,-0.0820790537692103,-0.002336116365122604,0.02846178480189709,-0.11270883966947183,-0.036623222287100424,-0.002737550460529592,-0.016002929291167756,-0.07474903325188353,451,0.5111260957518543,0.5492957746478874,-0.2678414136313224,2.4747345091969457,0.0029456628354403,0.004330262238350018,-0.21516135343019074,0.8296415207446229,0.7093657802017429,0.15508652470117387,0.6898269505233591,34.534576039354995,1.0,-0.1306843844872859,-3.3396256038570598,-0.09564907822158066,0.02864065903408811,244.1069856250033,,,,,,
factors__cnn_transformer_k10__s1,factors,cnn_transformer_k10,cnn_transformer,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,1,mps,,,1483,2020-02-07,2025-12-31,0.10771070399334792,0.002977922038379051,0.027647410405589434,0.14838183854580697,0.040501728329511426,0.002598961149372858,0.015392095949974705,-0.06416914182595845,997,0.5185434929197572,0.5774647887323944,-0.2947350101551909,3.014703330431308,0.0028404242819848203,0.004380015317221473,0.2832651014068714,0.776973627182404,0.680210915100449,0.1354740589804909,0.7290518839471191,35.87218493850609,1.0,0.17372774655054657,-3.1059623220552606,-0.08616976977038536,0.027743340335617973,243.88451379199978,,,,,,
factors__cnn_transformer_k10__s2,factors,cnn_transformer_k10,cnn_transformer,10,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,2,mps,,,1483,2020-02-07,2025-12-31,-0.47062492601283024,-0.01274754479191286,0.027086420814789854,-0.6198580378604936,-0.1192431574015052,-0.013029462631331201,-0.07427796519799801,-0.10926801097239924,1377,0.4996628455832771,0.4225352112676056,-0.8252235042437065,6.6789541272825765,0.0027412679225163805,0.004209644967264995,-1.1984353966156467,0.23074755930712976,0.5917886479195049,0.11245686550673616,0.7750862698390028,36.75205484378506,1.0,-0.854789887975074,-3.309059366023423,-0.09018151026762207,0.027252913983225203,229.36905062499864,,,,,,
factors__cnn_transformer_k15__s0,factors,cnn_transformer_k15,cnn_transformer,15,30,sharpe,1.0,5.0,1.0,rolling,1000,1000,125,30,125,0.001,0.25,8,4,16,0,mps,,,1483,2020-02-07,2025-12-31,-0.25588923197735103,-0.007329456274433192,0.02864308207811546,-0.35253260912574225,-0.09621125680452258,-0.0077100001664396345,-0.04452679181006303,-0.08013615477557312,1304,0.5016857720836143,0.4647887323943662,-0.14670794746046692,2.6208795081517327,0.0031394491274599726,0.00431416501734508,-0.6885771622822329,0.4910893968568527,0.7832451616349849,0.20263131396617926,0.5947373732142095,34.483282063342116,1.0,-0.37134150800816546,-3.8667288922121177,-0.11114307187355091,0.02874343533558854,156.09432995800307,,,,,,
